# R: 1.000000e+02
# Number density as a function of    z
# 175 species in total
# Species list has 25 lines
#       e-            H            C           CH            O           OH           C2   
#      C2H           CN           C3          C3H           C4          C4H           H2   
#      H2O           O2           CO          CH4          NH3           NO           He   
#      HCO            N          CH2          CH3           NH          NH2           Mg   
#     C2H2          HCN         C2H3           Si           N2          SiH         SiH2   
#     H2CO         SiH3         SiH4        CH3OH            S           HS          H2S   
#     C3H2       CH2CCH       CH3CCH          SiC         HCSi        CH3CN        CH2CO   
#      SiN         HNSi           CS          SiO          CO2          HCS           NS   
#     H2CS           SO          C3N         C4H2         HC3N          C3O          C2S   
#       Fe          SiS          OCS          SO2           S2          C3S           H+   
#       C+          CH+           O+          OH+          C2+         C2H+          CN+   
#      C3+         C3H+          C4+         C4H+          H2+         H2O+          O2+   
#      CO+         CH4+         NH3+          NO+          He+         HCO+           N+   
#     CH2+         CH3+          NH+         NH2+          Mg+        C2H2+         HCN+   
#    C2H3+          Si+          N2+         SiH+        SiH2+        H2CO+        SiH3+   
#    SiH4+       CH3OH+           S+          HS+         H2S+        C3H2+      CH2CCH+   
#  CH3CCH+         SiC+        HCSi+       CH3CN+       CH2CO+         SiN+        HNSi+   
#      CS+         SiO+         CO2+         HCS+          NS+        H2CS+          SO+   
#     C3N+        C4H2+        HC3N+         C3O+         C2S+          Fe+         SiS+   
#     OCS+         SO2+          S2+         C3S+          HNC         SiO2          H3+   
#     CH5+         NH4+         H3O+        H2NC+        HCNH+        C2H4+         N2H+   
#    H3CO+      CH3OH2+        SiH5+         H3S+         C2N+         CNC+         C2O+   
#    HC2O+        C3H5+      CH3CNH+       CH3CO+        HCO2+        SiOH+        H3CS+   
#     HNS+         HSO+       HC3NH+        HC3O+       C3H2O+       H3C3O+        HC2S+   
#    HSiS+        HOCS+        HSO2+     CH3C3NH+        H2S2+        HC3S+          C7+   
0.000000e+00 1.980646e-17
2.128161e-04 1.097138e-02 3.809020e-01 1.369493e-15 9.123868e-20 2.490899e-07 4.736526e-03 
4.013904e-09 2.182791e-09 3.008185e-01 1.346351e-01 5.539643e+04 6.229002e-09 1.834215e-08 
4.301804e+00 1.243542e+02 7.449352e-03 1.418070e+03 1.047337e-01 1.091383e+02 9.921173e-07 
1.057306e+01 1.660176e-14 2.273513e+01 8.568900e+04 1.585927e-07 4.905808e-07 3.361992e-07 
1.991516e-06 8.804281e-14 6.896420e-10 1.174060e-09 2.044575e-13 9.942075e-13 2.853706e-17 
1.333611e-12 1.852877e-10 3.222132e-12 2.500542e-11 9.244287e-09 1.955558e-09 2.780723e-04 
5.470056e-10 1.882225e-11 1.589468e-06 8.489118e-07 1.413004e-06 2.366517e-04 3.100660e-09 
2.723651e-12 9.533310e-08 9.893183e-11 4.693427e-10 1.510120e+00 1.498289e-09 3.899659e-15 
1.190474e-07 2.842229e-09 5.067824e-11 5.930560e-17 6.651544e-13 1.383587e-10 1.656462e-17 
4.626232e-28 2.979922e-14 1.921364e-05 1.393888e-09 8.410647e-10 3.649160e-08 1.626678e-11 
2.325538e-08 5.967434e-23 8.384188e-17 5.574053e-18 4.618127e-07 1.892365e-14 2.863117e-19 
3.118832e-13 6.598013e-16 4.370687e-12 1.515864e-06 3.208577e-07 1.449740e-06 1.517938e-03 
4.227160e-16 1.845583e-06 3.597134e-11 1.926597e-13 7.881020e-21 1.027036e+00 7.518717e-15 
9.732314e-09 6.051121e-09 5.791550e-06 8.307238e-12 3.036577e-04 1.647670e+01 1.009473e-05 
1.730938e-08 3.236728e-04 1.145790e-02 6.177352e-08 2.567181e-07 2.682919e-09 3.311953e-06 
7.382697e-08 4.323365e-10 -2.251177e-21 2.159801e-11 8.532178e-11 1.141784e-12 1.418895e-16 
2.507808e-09 6.363386e-06 6.470067e-12 1.444826e-07 1.015133e-06 3.703191e-06 1.830004e-06 
7.162310e-15 4.790030e-05 1.073768e-06 1.703317e-03 1.094741e-10 5.176654e-08 5.269617e-08 
3.186066e-20 2.973971e-08 3.221241e-05 4.568426e-12 1.627438e-14 1.298389e-11 1.621536e-17 
7.500000e-01 1.994505e-17
2.465179e+00 3.534480e+06 1.311504e-05 7.884490e-08 7.249533e+02 1.619672e-01 3.353487e-06 
4.901012e-07 3.740250e-07 1.678857e-03 2.970889e-04 8.253555e-10 1.745616e-03 1.982636e+09 
1.194483e+04 9.457989e+05 1.241878e+06 5.950634e+02 3.016109e+01 6.633303e-01 3.869614e+08 
1.624639e-07 8.161599e+00 1.058968e-09 8.085229e-07 4.486050e-03 3.904088e-02 3.811744e+01 
6.611265e+00 6.055141e-03 1.233935e-10 1.278161e-08 2.222352e+05 9.600639e-08 1.342417e-16 
7.885300e-03 -2.413485e-17 9.107747e-13 9.739453e-07 3.072817e-03 5.726124e-08 2.172577e-06 
2.023183e-04 1.043322e-02 3.694642e-01 1.693612e-15 8.792594e-20 3.041454e-07 4.603047e-03 
4.439058e-09 1.863265e-09 2.756025e-01 1.231295e-01 4.621641e+04 5.798212e-09 1.764325e-08 
2.849526e+00 1.141955e+02 7.095789e-03 1.200027e+03 1.012160e-01 1.035612e+02 9.503997e-07 
9.041791e+00 2.127290e-14 2.175518e+01 7.328436e+04 1.419124e-07 5.213244e-07 3.459302e-07 
2.022020e-06 8.826866e-14 6.980197e-10 1.185912e-09 2.278816e-13 1.014134e-12 3.273927e-17 
1.492629e-12 1.860129e-10 3.251186e-12 2.499775e-11 9.289677e-09 1.949458e-09 2.544672e-04 
5.534983e-10 2.040408e-11 1.613420e-06 7.506205e-07 1.421235e-06 3.270891e-04 3.119981e-09 
2.757068e-12 9.609613e-08 9.955065e-11 4.723649e-10 1.570910e+00 2.099392e-09 4.444525e-15 
1.699857e-07 3.708750e-09 5.097467e-11 6.512678e-17 8.468277e-13 1.540061e-10 1.613136e-17 
2.380407e-28 2.008481e-14 1.927540e-05 1.426632e-09 8.342839e-10 3.525008e-08 1.633136e-11 
2.029983e-08 8.188549e-23 1.020045e-16 8.018998e-18 3.926696e-07 2.330700e-14 3.874333e-19 
3.391945e-13 7.264711e-16 4.288130e-12 1.287670e-06 2.701720e-07 1.229160e-06 1.360766e-03 
4.790635e-16 1.629074e-06 3.598176e-11 2.179900e-13 1.014694e-20 8.802953e-01 1.067875e-14 
9.606319e-09 6.189659e-09 5.169906e-06 7.744127e-12 3.164786e-04 1.408530e+01 1.037129e-05 
1.828794e-08 2.880229e-04 1.006995e-02 6.260151e-08 2.392669e-07 3.650675e-09 3.498322e-06 
6.775693e-08 2.835601e-10 -5.882161e-21 2.144879e-11 1.217670e-10 1.826206e-12 1.406359e-16 
3.436534e-09 5.666173e-06 7.264868e-12 1.291323e-07 1.049558e-06 3.097734e-06 1.649963e-06 
9.540143e-15 6.138470e-05 9.556378e-07 1.504767e-03 1.360031e-10 6.553648e-08 5.002392e-08 
6.464299e-20 6.088134e-08 4.439188e-05 4.608559e-12 1.071585e-14 1.275642e-11 1.506288e-17 
1.000000e+00 2.026359e-17
2.433054e+00 2.960016e+06 6.666519e-06 7.281650e-08 6.789491e+02 1.502471e-01 2.771157e-06 
4.989437e-07 3.763792e-07 1.891098e-03 2.538506e-04 8.701051e-10 1.490209e-03 1.593036e+09 
6.014647e+03 7.623143e+05 9.992057e+05 4.738052e+02 2.948240e+01 6.171243e-01 3.109322e+08 
2.006210e-07 7.182522e+00 9.988782e-10 8.188309e-07 3.927397e-03 3.406201e-02 3.018009e+01 
5.531036e+00 6.459479e-03 1.337865e-10 1.115550e-08 1.785680e+05 1.185769e-07 1.371524e-16 
5.546717e-03 2.275882e-17 6.483379e-13 5.975515e-07 3.137377e-03 5.462410e-08 2.222159e-06 
1.687532e-04 9.583227e-03 3.627541e-01 2.284416e-15 8.153187e-20 4.352171e-07 4.545827e-03 
5.151887e-09 1.491151e-09 2.420888e-01 1.120505e-01 3.587273e+04 4.834203e-09 1.682040e-08 
1.567942e+00 1.033599e+02 6.705886e-03 9.411051e+02 9.856260e-02 9.306839e+01 8.504663e-07 
7.261561e+00 3.791480e-14 1.949601e+01 5.887272e+04 1.079262e-07 5.402332e-07 3.607293e-07 
2.077526e-06 8.910430e-14 7.146822e-10 1.212004e-09 2.586389e-13 1.039355e-12 4.152147e-17 
1.703378e-12 1.866186e-10 3.286898e-12 2.496492e-11 9.438058e-09 1.964320e-09 2.173859e-04 
5.658803e-10 2.264055e-11 1.651545e-06 6.092827e-07 1.445201e-06 5.241510e-04 3.173925e-09 
2.822552e-12 9.753530e-08 1.012752e-10 4.806852e-10 1.710393e+00 3.414821e-09 5.523088e-15 
2.775538e-07 5.462561e-09 5.183574e-11 7.728033e-17 1.193267e-12 1.911581e-10 1.563602e-17 
2.203812e-28 1.067003e-14 1.955097e-05 1.457920e-09 8.253655e-10 3.344868e-08 1.638625e-11 
1.554586e-08 1.284075e-22 1.304705e-16 1.368619e-17 2.786668e-07 3.093738e-14 5.987896e-19 
3.854875e-13 8.591764e-16 4.212354e-12 9.564673e-07 2.033994e-07 8.695827e-07 1.136213e-03 
5.870571e-16 1.319287e-06 3.601029e-11 2.517749e-13 1.529345e-20 7.110592e-01 1.683409e-14 
8.754071e-09 6.411567e-09 3.957970e-06 6.800487e-12 3.450983e-04 1.130474e+01 1.078517e-05 
1.951997e-08 2.377775e-04 8.098895e-03 6.369898e-08 2.140780e-07 5.685887e-09 3.745381e-06 
5.806877e-08 1.468304e-10 1.365962e-20 2.095404e-11 1.973557e-10 3.751787e-12 1.402704e-16 
5.213361e-09 4.640861e-06 8.707187e-12 1.068622e-07 1.088137e-06 2.328755e-06 1.388912e-06 
1.426025e-14 8.785283e-05 7.825342e-07 1.169213e-03 1.803399e-10 8.723325e-08 4.300806e-08 
1.801051e-19 1.664408e-07 7.091871e-05 4.615101e-12 5.129516e-15 1.104644e-11 1.302348e-17 
1.250000e+00 2.135908e-17
2.463429e+00 2.396700e+06 2.378818e-06 6.642214e-08 6.386222e+02 1.343326e-01 2.052909e-06 
5.186462e-07 3.795925e-07 2.195907e-03 2.022090e-04 9.315044e-10 1.185456e-03 1.202408e+09 
2.621479e+03 5.768911e+05 7.557108e+05 3.522613e+02 2.915862e+01 5.509735e-01 2.347039e+08 
2.620357e-07 6.419327e+00 9.099169e-10 8.532652e-07 3.334657e-03 2.875661e-02 2.219180e+01 
3.759556e+00 7.313978e-03 1.537602e-10 1.121521e-08 1.347862e+05 1.405066e-07 1.469524e-16 
4.339911e-03 4.284117e-17 3.022881e-13 3.402470e-07 3.325470e-03 5.052993e-08 2.332767e-06 
1.125320e-04 8.126395e-03 3.529579e-01 3.060189e-15 7.677758e-20 6.794506e-07 4.562674e-03 
5.800560e-09 1.116074e-09 2.069462e-01 1.086623e-01 2.577880e+04 3.223786e-09 1.606415e-08 
7.819583e-01 9.617267e+01 6.040951e-03 6.647703e+02 9.423038e-02 7.601850e+01 6.363217e-07 
5.444215e+00 7.708054e-14 1.480885e+01 4.442159e+04 6.215789e-08 5.159801e-07 3.886403e-07 
2.210787e-06 9.227064e-14 7.580909e-10 1.284808e-09 2.937542e-13 1.064265e-12 6.067151e-17 
1.949779e-12 1.867174e-10 3.316333e-12 2.484068e-11 9.948058e-09 2.061208e-09 1.759847e-04 
5.975895e-10 2.617034e-11 1.738729e-06 4.679554e-07 1.523965e-06 8.893007e-04 3.347965e-09 
2.992081e-12 1.017552e-07 1.068330e-10 5.072789e-10 1.880399e+00 5.312398e-09 7.652564e-15 
4.132744e-07 8.609400e-09 5.466321e-11 1.027209e-16 1.749271e-12 2.738264e-10 1.556140e-17 
1.472862e-28 4.861030e-15 2.061889e-05 1.480578e-09 8.201332e-10 3.067196e-08 1.639732e-11 
1.010408e-08 2.133774e-22 1.623047e-16 2.344661e-17 1.489565e-07 4.177217e-14 1.020534e-18 
4.710928e-13 1.190964e-15 4.228985e-12 6.341510e-07 1.447694e-07 4.637579e-07 9.026219e-04 
7.756965e-16 9.746789e-07 3.601631e-11 2.911717e-13 2.617343e-20 5.738352e-01 2.490955e-14 
6.885130e-09 6.863799e-09 2.401492e-06 5.642681e-12 3.984438e-04 8.509183e+00 1.155714e-05 
2.109366e-08 1.856079e-04 5.934459e-03 6.620999e-08 1.880061e-07 8.223782e-09 4.095135e-06 
4.735902e-08 6.593938e-11 2.271385e-20 1.973573e-11 3.097312e-10 8.988574e-12 1.454748e-16 
7.136585e-09 3.472161e-06 1.054303e-11 8.328051e-08 1.130903e-06 1.692079e-06 1.105557e-06 
2.227395e-14 1.344799e-04 5.855672e-07 7.958859e-04 2.095647e-10 9.702561e-08 3.044907e-08 
5.999907e-19 4.580791e-07 1.197603e-04 4.546382e-12 1.785719e-15 8.023730e-12 1.019516e-17 
1.500000e+00 2.498437e-17
2.439259e+00 1.969078e+06 1.161627e-06 6.854798e-08 6.233789e+02 1.181629e-01 1.387883e-06 
5.266355e-07 3.703573e-07 2.079695e-03 1.424238e-04 9.135584e-10 8.339170e-04 8.525006e+08 
1.190040e+03 4.098400e+05 5.376245e+05 2.443025e+02 2.754874e+01 4.777321e-01 1.664300e+08 
3.100078e-07 6.153929e+00 8.224201e-10 9.619326e-07 2.838600e-03 2.427814e-02 1.512849e+01 
1.983117e+00 7.872913e-03 1.573946e-10 1.324104e-08 9.557343e+04 1.397003e-07 1.660299e-16 
3.995306e-03 5.762149e-17 1.269663e-13 2.040761e-07 3.917197e-03 4.343482e-08 2.219977e-06 
6.398452e-05 5.781456e-03 2.885453e-01 3.715061e-15 8.706356e-20 9.131035e-07 4.394744e-03 
5.664026e-09 7.748527e-10 1.786522e-01 1.189251e-01 1.691123e+04 1.756748e-09 1.642179e-08 
4.216450e-01 9.531186e+01 4.429414e-03 3.871332e+02 7.495023e-02 4.352729e+01 3.947921e-07 
3.777225e+00 1.672798e-13 8.860474e+00 3.147425e+04 2.908650e-08 4.454280e-07 4.634201e-07 
2.607527e-06 1.047250e-13 8.910740e-10 1.512036e-09 2.769799e-13 1.017074e-12 1.022307e-16 
1.847286e-12 1.793887e-10 3.181602e-12 2.401201e-11 1.163550e-08 2.414995e-09 1.515003e-04 
6.960201e-10 3.506290e-11 2.004069e-06 3.918521e-07 1.782282e-06 1.404041e-03 3.916386e-09 
3.514861e-12 1.166337e-07 1.249774e-10 5.937627e-10 1.941252e+00 6.449051e-09 1.198294e-14 
4.373283e-07 1.434075e-08 6.393624e-11 1.595914e-16 2.633393e-12 4.263742e-10 1.733094e-17 
1.053015e-28 2.537459e-15 2.431706e-05 1.527342e-09 8.383142e-10 2.543315e-08 1.576275e-11 
6.009115e-09 3.527457e-22 1.942894e-16 3.314951e-17 6.742449e-08 6.004902e-14 1.958706e-18 
6.875556e-13 2.192947e-15 4.575765e-12 4.656922e-07 1.192032e-07 2.097000e-07 7.654491e-04 
1.003679e-15 6.758087e-07 3.465557e-11 2.784030e-13 4.733322e-20 4.902112e-01 3.025933e-14 
4.951830e-09 8.122192e-09 1.265103e-06 4.733847e-12 4.696485e-04 5.992042e+00 1.361721e-05 
2.448921e-08 1.534804e-04 4.430798e-03 7.450979e-08 1.732147e-07 8.593929e-09 4.863731e-06 
4.163939e-08 3.464977e-11 2.959846e-20 1.749336e-11 3.823871e-10 1.970905e-11 1.623968e-16 
7.425430e-09 2.390370e-06 1.208599e-11 6.856252e-08 1.233879e-06 1.490027e-06 9.274570e-07 
3.594148e-14 2.107854e-04 4.031413e-07 4.322834e-04 1.827816e-10 7.376701e-08 1.913000e-08 
2.061120e-18 8.485696e-07 1.859846e-04 4.185967e-12 6.097448e-16 5.767607e-12 7.010060e-18 
1.750000e+00 3.571849e-17
2.272553e+00 1.784163e+06 3.410272e-07 7.968669e-08 6.440716e+02 1.111917e-01 8.049709e-07 
4.522916e-07 3.185972e-07 1.122754e-03 7.599096e-05 6.769941e-10 4.448555e-04 5.676518e+08 
7.019424e+02 2.735067e+05 3.602111e+05 1.538549e+02 2.435533e+01 4.372917e-01 1.108663e+08 
2.833343e-07 6.415263e+00 7.237580e-10 1.249515e-06 2.620398e-03 2.216532e-02 9.539329e+00 
8.469027e-01 7.584156e-03 1.172865e-10 2.054141e-08 6.366141e+04 9.786916e-08 1.997371e-16 
4.043784e-03 5.807318e-17 6.551672e-14 1.569782e-07 5.645350e-03 2.874239e-08 1.661618e-06 
2.966539e-05 3.013409e-03 1.527586e-01 3.813293e-15 1.154124e-19 9.949306e-07 3.917472e-03 
4.003700e-09 4.869470e-10 1.342862e-01 1.244372e-01 9.688131e+03 8.609487e-10 2.090469e-08 
2.762076e-01 9.905711e+01 2.166701e-03 1.469432e+02 3.877000e-02 1.447745e+01 2.303069e-07 
2.409806e+00 3.965254e-13 4.378696e+00 2.093231e+04 1.472677e-08 2.825459e-07 6.810105e-07 
3.764291e-06 1.403158e-13 1.280326e-09 2.181062e-09 1.989143e-13 8.021301e-13 2.105066e-16 
1.323473e-12 1.465609e-10 2.545387e-12 1.973551e-11 1.663022e-08 3.486186e-09 1.601762e-04 
9.819803e-10 6.398152e-11 2.814058e-06 4.183972e-07 2.545643e-06 1.987838e-03 5.595735e-09 
5.037802e-12 1.613320e-07 1.785783e-10 8.490151e-10 1.831573e+00 6.679385e-09 2.297697e-14 
3.344565e-07 2.734101e-08 9.135253e-11 2.994307e-16 4.408339e-12 7.153213e-10 2.312238e-17 
1.218017e-28 2.218094e-15 3.548924e-05 1.649913e-09 9.000577e-10 1.548521e-08 1.288646e-11 
3.431146e-09 5.391631e-22 2.214270e-16 3.962069e-17 3.212117e-08 1.100429e-13 4.590511e-18 
1.391558e-12 5.067445e-15 5.621306e-12 4.039580e-07 1.354077e-07 9.996349e-08 7.932536e-04 
1.103702e-15 3.998522e-07 2.837636e-11 2.020092e-13 9.810753e-20 4.329194e-01 3.154435e-14 
3.911409e-09 1.176584e-08 7.229844e-07 3.956765e-12 5.628733e-04 3.946344e+00 1.945297e-05 
3.305612e-08 1.541194e-04 4.120403e-03 1.020738e-07 1.887675e-07 6.538058e-09 6.933312e-06 
4.571208e-08 3.034248e-11 3.338447e-20 1.390900e-11 3.408731e-10 3.777670e-11 2.056226e-16 
6.312806e-09 1.394570e-06 1.467375e-11 6.817046e-08 1.492589e-06 1.656704e-06 9.190763e-07 
6.966223e-14 3.329808e-04 2.350157e-07 1.727910e-04 1.361434e-10 4.057121e-08 1.279790e-08 
7.466046e-18 9.071756e-07 2.574796e-04 3.214834e-12 3.310621e-16 4.140465e-12 3.299622e-18 
2.000000e+00 6.349842e-17
1.988783e+00 1.857768e+06 2.898536e-07 9.777938e-08 6.907664e+02 1.173965e-01 3.689461e-07 
2.191413e-07 2.084039e-07 2.085323e-04 1.826249e-05 2.356359e-10 1.070167e-04 3.548567e+08 
5.756146e+02 1.717458e+05 2.275954e+05 8.356769e+01 2.051670e+01 4.501330e-01 6.937835e+07 
1.906827e-07 6.947628e+00 6.618165e-10 1.836669e-06 2.723224e-03 2.268358e-02 5.517013e+00 
2.606787e-01 7.332316e-03 5.616101e-11 3.906805e-08 3.983410e+04 2.411510e-08 2.261408e-16 
4.220947e-03 4.865304e-17 4.304401e-14 1.677614e-07 1.012202e-02 1.061668e-08 9.447868e-07 
9.123785e-06 8.251253e-04 3.550292e-02 2.213442e-15 1.867630e-19 1.061044e-06 3.244158e-03 
9.962300e-10 2.622044e-10 7.883178e-02 1.160932e-01 4.193723e+03 3.334826e-10 3.596452e-08 
2.040925e-01 1.050409e+02 4.919517e-04 2.073584e+01 8.945018e-03 4.710596e+00 1.169139e-07 
